0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,16.0,8.0,4.0,2.0,1.0,0.5,0.25,0.125,0.0625,0.03125,0.015625,0.0078125,0.00390625,0.001953125,0.0009765625,0.00048828125,0.000244140625,0.0001220703125,6.103515625e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188.0,94.0,47.0,23.5,11.75,5.875,2.9375,1.46875,0.734375,0.3671875,0.18359375,0.091796875,0.0458984375,0.02294921875,0.011474609375,0.0057373046875,0.00286865234375,0.001434326171875,0.0007171630859375,0.00035858154296875
84.0,42.0,21.0,10.5,5.25,2.625,1.3125,0.65625,0.328125,0.1640625,0.08203125,0.041015625,0.0205078125,0.01025390625,0.005126953125,0.0025634765625,0.00128173828125,0.000640869140625,0.0003204345703125,0.00016021728515625
133.0,66.5,33.25,16.625,8.3125,4.15625,2.078125,1.0390625,0.51953125,0.259765625,0.1298828125,0.06494140625,0.032470703125,0.0162353515625,0.00811767578125,0.004058837890625,0.0020294189453125,0.00101470947265625,0.000507354736328125,0.0002536773681640625
34.0,17.0,8.5,4.25,2.125,1.0625,0.53125,0.265625,0.1328125,0.06640625,0.033203125,0.0166015625,0.00830078125,0.004150390625,0.0020751953125,0.00103759765625,0.000518798828125,0.0002593994140625,0.00012969970703125,6.4849853515625e-05
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174.0,87.0,43.5,21.75,10.875,5.4375,2.71875,1.359375,0.6796875,0.33984375,0.169921875,0.0849609375,0.04248046875,0.021240234375,0.0106201171875,0.00531005859375,0.002655029296875,0.0013275146484375,0.00066375732421875,0.000331878662109375
62.0,31.0,15.5,7.75,3.875,1.9375,0.96875,0.484375,0.2421875,0.12109375,0.060546875,0.0302734375,0.01513671875,0.007568359375,0.0037841796875,0.00189208984375,0.000946044921875,0.0004730224609375,0.00023651123046875,0.000118255615234375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163.0,81.5,40.75,20.375,10.1875,5.09375,2.546875,1.2734375,0.63671875,0.318359375,0.1591796875,0.07958984375,0.039794921875,0.0198974609375,0.00994873046875,0.004974365234375,0.0024871826171875,0.00124359130859375,0.000621795654296875,0.0003108978271484375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
